addr	how	frozen	evidence
004f8ea0	override	CGWorldFrame::OnWorldRender	
004fa5f0	override	CGWorldFrame::OnWorldUpdate	
004faf90	override	CGWorldFrame::RenderWorld	
004fb080	override	CGWorldFrame::OnFrameRender	
004fbd90	string	Script_GetChatWindowInfo	unique "Usage: GetChatWindowInfo(index)"
004fc170	order	Script_Stub_AddChatWindowMessages	binding table name Script_Stub_AddChatWindowMessages, in definition order in src/ui/game/miscscriptstubs.cpp
004fc250	order	Script_Stub_RemoveChatWindowMessages	binding table name Script_Stub_RemoveChatWindowMessages, in definition order in src/ui/game/miscscriptstubs.cpp
004fc5b0	order	Script_Stub_SetChatWindowAlpha	binding table name Script_Stub_SetChatWindowAlpha, in definition order in src/ui/game/miscscriptstubs.cpp
004fc760	order	Script_Stub_SetChatWindowDocked	binding table name Script_Stub_SetChatWindowDocked, in definition order in src/ui/game/miscscriptstubs.cpp
004fc9a0	order	Script_Stub_SetChatWindowSavedDimensions	binding table name Script_Stub_SetChatWindowSavedDimensions, in definition order in src/ui/game/miscscriptstubs.cpp
004fe630	string	Script_Stub_ListChannelByName	unique "ListChannelByName"
004fe810	string	Script_Stub_SetChannelOwner	unique "SetChannelOwner"
004fe830	string	Script_Stub_DisplayChannelOwner	unique "DisplayChannelOwner"
004fe950	string	Script_Stub_ChannelModerator	unique "ChannelModerator"
004fe970	string	Script_Stub_ChannelUnmoderator	unique "ChannelUnmoderator"
004fe990	string	Script_Stub_ChannelMute	unique "ChannelMute"
004fe9b0	string	Script_Stub_ChannelUnmute	unique "ChannelUnmute"
004fe9d0	string	Script_Stub_ChannelInvite	unique "ChannelInvite"
004fe9f0	string	Script_Stub_ChannelKick	unique "ChannelKick"
004fea10	string	Script_Stub_ChannelBan	unique "ChannelBan"
004fea30	string	Script_Stub_ChannelUnban	unique "ChannelUnban"
004fea50	string	Script_Stub_ChannelToggleAnnouncements	unique "ChannelToggleAnnouncements"
004fea70	string	Script_Stub_ChannelVoiceOn	unique "ChannelVoiceOn"
004fea90	string	Script_Stub_ChannelVoiceOff	unique "ChannelVoiceOff"
004feab0	string	Script_Stub_DisplayChannelVoiceOn	unique "DisplayChannelVoiceOn"
004fead0	string	Script_Stub_DisplayChannelVoiceOff	unique "DisplayChannelVoiceOff"
004feee0	order	Script_GetChatTypeIndex	binding table name Script_GetChatTypeIndex, in definition order in src/ui/game/MiscScript.cpp
004ffc30	string	Script_Stub_SetChannelWatch	unique "SetChannelWatch"
004ffcc0	string	Script_Stub_DeclineInvite	unique "DeclineInvite"
00500980	order	Script_Stub_DoEmote	binding table name Script_Stub_DoEmote, in definition order in src/ui/game/miscscriptstubs.cpp
00501140	string	Script_Stub_ChannelSilenceVoice	unique "ChannelSilenceVoice"
00501250	string	Script_Stub_ChannelSilenceAll	unique "ChannelSilenceAll"
005012f0	string	Script_Stub_ChannelUnSilenceVoice	unique "ChannelUnSilenceVoice"
00501400	string	Script_Stub_ChannelUnSilenceAll	unique "ChannelUnSilenceAll"
00504e50	string	Script_Stub_GetChannelRosterInfo	score 0.50 shared GetChannelRosterInfo
00505360	order	Script_Stub_ExpandChannelHeader	binding table name Script_Stub_ExpandChannelHeader, in definition order in src/ui/game/miscscriptstubs.cpp
0050f7c0	override	CalculateAspectRatio	
0050f830	table	Script_FrameXML_Debug	binding "FrameXML_Debug" in s_ScriptFunctions ~ table 00ac80b0
0050f890	table	Script_GetBuildInfo	binding "GetBuildInfo" in s_ScriptFunctions ~ table 00ac80b0
0050f8f0	table	Script_SetLayoutMode	binding "SetLayoutMode" in s_ScriptFunctions ~ table 00ac80b0
0050f950	override	Script_GetMouseButtonClicked	
0050f990	table	Script_SetConsoleKey	binding "SetConsoleKey" in s_ScriptFunctions ~ table 00ac80b0
0050fe80	annotated	Script_IsDebugBuild	tag in src/ui/game/GameScript.cpp
0050ff30	annotated	Script_RegisterCVar	tag in src/ui/game/GameScript.cpp
0050ff50	annotated	Script_GetCVarInfo	tag in src/ui/game/GameScript.cpp
00510040	table	Script_GetCVar	binding "GetCVar" in s_ScriptFunctions ~ table 00ac80b0
005100c0	annotated	Script_GetCVarBool	tag in src/glue/GlueScript.cpp
00510150	table	Script_GetCVarDefault	binding "GetCVarDefault" in s_ScriptFunctions ~ table 00ac80b0
005101d0	annotated	Script_SetWaterDetail	tag in src/ui/game/GameScript.cpp
00510200	annotated	Script_GetFarclip	tag in src/ui/game/GameScript.cpp
00510230	annotated	Script_SetFarclip	tag in src/ui/game/GameScript.cpp
005102b0	annotated	Script_GetTexLodBias	tag in src/ui/game/GameScript.cpp
005102e0	annotated	Script_SetTexLodBias	tag in src/ui/game/GameScript.cpp
00510360	annotated	Script_GetBaseMip	tag in src/ui/game/GameScript.cpp
00510390	annotated	Script_SetBaseMip	tag in src/ui/game/GameScript.cpp
00510470	table	Script_GetFramerate	binding "GetFramerate" in s_ScriptFunctions ~ table 00ac80b0
005104a0	table	Script_SetCursor	binding "SetCursor" in s_ScriptFunctions ~ table 00ac80b0
00510930	table	Script_ReportBug	binding "ReportBug" in s_ScriptFunctions ~ table 00ac80b0
00510980	table	Script_ReportSuggestion	binding "ReportSuggestion" in s_ScriptFunctions ~ table 00ac80b0
00510a10	table	Script_GetCursorPosition	binding "GetCursorPosition" in s_ScriptFunctions ~ table 00ac80b0
00510ac0	table	Script_GetNetStats	binding "GetNetStats" in s_ScriptFunctions ~ table 00ac80b0
00510b30	annotated	Script_RunScript	tag in src/glue/GlueScript.cpp
00510b90	table	Script_IsMacClient	binding "IsMacClient" in s_ScriptFunctions ~ table 00ac80b0
00510bb0	annotated	Script_GMRequestPlayerInfo	tag in src/ui/game/GameScript.cpp
00510bd0	annotated	Script_GetCoinIcon	tag in src/ui/game/GameScript.cpp
00510c60	annotated	Script_GetCoinText	tag in src/ui/game/GameScript.cpp
00510d00	annotated	Script_GetCoinTextureString	tag in src/ui/game/GameScript.cpp
00510de0	table	Script_SetEuropeanNumbers	binding "SetEuropeanNumbers" in s_ScriptFunctions ~ table 00ac80b0
00510e00	annotated	Script_GetRealmName	tag in src/ui/game/GameScript.cpp
00510e20	table	Script_GetItemQualityColor	binding "GetItemQualityColor" in s_ScriptFunctions ~ table 00ac80b0
00510f20	table	Script_GetItemFamily	binding "GetItemFamily" in s_ScriptFunctions ~ table 00ac80b0
00510fc0	table	Script_GetItemCooldown	binding "GetItemCooldown" in s_ScriptFunctions ~ table 00ac80b0
005110d0	table	Script_IsCurrentItem	binding "IsCurrentItem" in s_ScriptFunctions ~ table 00ac80b0
00511150	table	Script_IsEquippableItem	binding "IsEquippableItem" in s_ScriptFunctions ~ table 00ac80b0
00511200	override	Script_GetNumAddOns	
00511240	table	Script_GetAddOnInfo	binding "GetAddOnInfo" in s_ScriptFunctions ~ table 00ac80b0
00511430	table	Script_GetAddOnMetadata	binding "GetAddOnMetadata" in s_ScriptFunctions ~ table 00ac80b0
00511510	table	Script_UpdateAddOnMemoryUsage	binding "UpdateAddOnMemoryUsage" in s_ScriptFunctions ~ table 00ac80b0
00511530	table	Script_GetAddOnMemoryUsage	binding "GetAddOnMemoryUsage" in s_ScriptFunctions ~ table 00ac80b0
00511610	annotated	Script_GetScriptCPUUsage	tag in src/ui/game/GameScript.cpp
00511640	table	Script_UpdateAddOnCPUUsage	binding "UpdateAddOnCPUUsage" in s_ScriptFunctions ~ table 00ac80b0
00511660	table	Script_GetAddOnCPUUsage	binding "GetAddOnCPUUsage" in s_ScriptFunctions ~ table 00ac80b0
00511720	table	Script_GetFunctionCPUUsage	binding "GetFunctionCPUUsage" in s_ScriptFunctions ~ table 00ac80b0
005117c0	table	Script_GetEventCPUUsage	binding "GetEventCPUUsage" in s_ScriptFunctions ~ table 00ac80b0
00511840	table	Script_EnableAddOn	binding "EnableAddOn" in s_ScriptFunctions ~ table 00ac80b0
00511940	table	Script_DisableAddOn	binding "DisableAddOn" in s_ScriptFunctions ~ table 00ac80b0
00511a60	table	Script_IsAddOnLoadOnDemand	binding "IsAddOnLoadOnDemand" in s_ScriptFunctions ~ table 00ac80b0
00511b30	table	Script_IsAddOnLoaded	binding "IsAddOnLoaded" in s_ScriptFunctions ~ table 00ac80b0
00511c40	table	Script_GetBillingTimeRested	binding "GetBillingTimeRested" in s_ScriptFunctions ~ table 00ac80b0
00511c80	table	Script_GetExistingLocales	binding "GetExistingLocales" in s_ScriptFunctions ~ table 00ac80b0
00511cc0	table	Script_InCombatLockdown	binding "InCombatLockdown" in s_ScriptFunctions ~ table 00ac80b0
00511d30	table	Script_GetSummonFriendCooldown	binding "GetSummonFriendCooldown" in s_ScriptFunctions ~ table 00ac80b0
00511dd0	table	Script_GetNumDeclensionSets	binding "GetNumDeclensionSets" in s_ScriptFunctions ~ table 00ac80b0
00511e80	table	Script_DeclineName	binding "DeclineName" in s_ScriptFunctions ~ table 00ac80b0
00511fb0	annotated	Script_IsDesaturateSupported	tag in src/ui/game/GameScript.cpp
00511fe0	annotated	Script_GetThreatStatusColor	tag in src/ui/game/GameScript.cpp
00512090	annotated	Script_ConsoleAddMessage	tag in src/ui/game/GameScript.cpp
005125e0	string	CGxDevice::ShaderCreate	score 0.50 shared %s:%d
00512a30	annotated	InPartyOrRaid	tag in src/ui/game/ScriptEvents.cpp
00513c30	callgraph	CGUnit::Unit	only unmatched callee of 0060cd50=Script_UnitIsDND, 0060ce20=Script_UnitIsPVP, 0060f480=Script_UnitIsDead
00514430	table	Script_IsModifierKeyDown	binding "IsModifierKeyDown" in s_ScriptFunctions ~ table 00ac80b0
005144c0	table	Script_IsLeftShiftKeyDown	binding "IsLeftShiftKeyDown" in s_ScriptFunctions ~ table 00ac80b0
00514520	table	Script_IsRightShiftKeyDown	binding "IsRightShiftKeyDown" in s_ScriptFunctions ~ table 00ac80b0
00514580	table	Script_IsShiftKeyDown	binding "IsShiftKeyDown" in s_ScriptFunctions ~ table 00ac80b0
00514610	table	Script_IsLeftControlKeyDown	binding "IsLeftControlKeyDown" in s_ScriptFunctions ~ table 00ac80b0
00514670	table	Script_IsRightControlKeyDown	binding "IsRightControlKeyDown" in s_ScriptFunctions ~ table 00ac80b0
005146d0	table	Script_IsControlKeyDown	binding "IsControlKeyDown" in s_ScriptFunctions ~ table 00ac80b0
00514760	table	Script_IsLeftAltKeyDown	binding "IsLeftAltKeyDown" in s_ScriptFunctions ~ table 00ac80b0
005147c0	table	Script_IsRightAltKeyDown	binding "IsRightAltKeyDown" in s_ScriptFunctions ~ table 00ac80b0
00514820	table	Script_IsAltKeyDown	binding "IsAltKeyDown" in s_ScriptFunctions ~ table 00ac80b0
005148b0	override	Script_IsMouseButtonDown	
00514ba0	override	Script_GetMouseButtonName	
00514c10	table	Script_SetCVar	binding "SetCVar" in s_ScriptFunctions ~ table 00ac80b0
00514d40	table	Script_GetCVarMin	binding "GetCVarMin" in s_ScriptFunctions ~ table 00ac80b0
00514e30	table	Script_GetCVarMax	binding "GetCVarMax" in s_ScriptFunctions ~ table 00ac80b0
00514f60	annotated	Script_GetCVarAbsoluteMin	tag in src/glue/GlueScript.cpp
00515010	table	Script_GetCVarAbsoluteMax	binding "GetCVarAbsoluteMax" in s_ScriptFunctions ~ table 00ac80b0
00515100	annotated	Script_CursorHasItem	tag in src/ui/game/GameScript.cpp
00515140	annotated	Script_CursorHasSpell	tag in src/ui/game/GameScript.cpp
00515180	annotated	Script_CursorHasMacro	tag in src/ui/game/GameScript.cpp
005151c0	annotated	Script_CursorHasMoney	tag in src/ui/game/GameScript.cpp
00515200	table	Script_GetCursorInfo	binding "GetCursorInfo" in s_ScriptFunctions ~ table 00ac80b0
00515570	table	Script_GetZoneText	binding "GetZoneText" in s_ScriptFunctions ~ table 00ac80b0
005155a0	table	Script_GetRealZoneText	binding "GetRealZoneText" in s_ScriptFunctions ~ table 00ac80b0
005155d0	table	Script_GetSubZoneText	binding "GetSubZoneText" in s_ScriptFunctions ~ table 00ac80b0
00515600	table	Script_GetMinimapZoneText	binding "GetMinimapZoneText" in s_ScriptFunctions ~ table 00ac80b0
00515630	annotated	Script_ResetInstances	tag in src/ui/game/GameScript.cpp
005156a0	table	Script_IsInInstance	binding "IsInInstance" in s_ScriptFunctions ~ table 00ac80b0
00515750	table	Script_GetInstanceDifficulty	binding "GetInstanceDifficulty" in s_ScriptFunctions ~ table 00ac80b0
00515790	annotated	Script_GetDungeonDifficulty	tag in src/ui/game/GameScript.cpp
00515810	annotated	Script_GetRaidDifficulty	tag in src/ui/game/GameScript.cpp
00515880	annotated	Script_RequestTimePlayed	tag in src/ui/game/GameScript.cpp
00515950	table	Script_ResurrectGetOfferer	binding "ResurrectGetOfferer" in s_ScriptFunctions ~ table 00ac80b0
005159c0	table	Script_ResurrectHasSickness	binding "ResurrectHasSickness" in s_ScriptFunctions ~ table 00ac80b0
00515a00	table	Script_ResurrectHasTimer	binding "ResurrectHasTimer" in s_ScriptFunctions ~ table 00ac80b0
00515a50	annotated	Script_GetCursorMoney	tag in src/ui/game/GameScript.cpp
00515a90	table	Script_GuildSetMOTD	binding "GuildSetMOTD" in s_ScriptFunctions ~ table 00ac80b0
00515b70	annotated	Script_GuildLeave	tag in src/ui/game/GameScript.cpp
00515be0	annotated	Script_GuildDisband	tag in src/ui/game/GameScript.cpp
00515c50	annotated	Script_GuildInfo	tag in src/ui/game/GameScript.cpp
00515cc0	table	Script_ArenaTeamInviteByName	binding "ArenaTeamInviteByName" in s_ScriptFunctions ~ table 00ac80b0
00515dd0	table	Script_ArenaTeamLeave	binding "ArenaTeamLeave" in s_ScriptFunctions ~ table 00ac80b0
00515eb0	table	Script_ArenaTeamUninviteByName	binding "ArenaTeamUninviteByName" in s_ScriptFunctions ~ table 00ac80b0
00515ff0	table	Script_ArenaTeamSetLeaderByName	binding "ArenaTeamSetLeaderByName" in s_ScriptFunctions ~ table 00ac80b0
00516130	table	Script_ArenaTeamDisband	binding "ArenaTeamDisband" in s_ScriptFunctions ~ table 00ac80b0
00516210	annotated	Script_GetReleaseTimeRemaining	tag in src/ui/game/GameScript.cpp
00516280	annotated	Script_GetCorpseRecoveryDelay	tag in src/ui/game/GameScript.cpp
005162e0	annotated	Script_GetInstanceBootTimeRemaining	tag in src/ui/game/GameScript.cpp
00516340	table	Script_GetInstanceLockTimeRemaining	binding "GetInstanceLockTimeRemaining" in s_ScriptFunctions ~ table 00ac80b0
00516410	table	Script_GetInstanceLockTimeRemainingEncounter	binding "GetInstanceLockTimeRemainingEncounter" in s_ScriptFunctions ~ table 00ac80b0
005164b0	annotated	Script_GetSummonConfirmTimeLeft	tag in src/ui/game/GameScript.cpp
00516510	table	Script_GetSummonConfirmSummoner	binding "GetSummonConfirmSummoner" in s_ScriptFunctions ~ table 00ac80b0
00516580	annotated	Script_GetSummonConfirmAreaName	tag in src/ui/game/GameScript.cpp
005165e0	table	Script_GetNumTitles	binding "GetNumTitles" in s_ScriptFunctions ~ table 00ac80b0
00516610	annotated	Script_RandomRoll	tag in src/ui/game/GameScript.cpp
005166f0	annotated	Script_OpeningCinematic	tag in src/ui/game/GameScript.cpp
00516760	table	Script_InCinematic	binding "InCinematic" in s_ScriptFunctions ~ table 00ac80b0
005167e0	table	Script_IsSubZonePVPPOI	binding "IsSubZonePVPPOI" in s_ScriptFunctions ~ table 00ac80b0
00516840	annotated	Script_TogglePVP	tag in src/ui/game/GameScript.cpp
005168b0	annotated	Script_SetPVP	tag in src/ui/game/GameScript.cpp
00516970	override	Script_SetPortraitToTexture	
00516aa0	table	Script_GetGMTicketCategories	binding "GetGMTicketCategories" in s_ScriptFunctions ~ table 00ac80b0
00516b20	annotated	Script_GetBindLocation	tag in src/ui/game/GameScript.cpp
00516b90	annotated	Script_GetAreaSpiritHealerTime	tag in src/ui/game/GameScript.cpp
00516bf0	table	Script_GetMouseFocus	binding "GetMouseFocus" in s_ScriptFunctions ~ table 00ac80b0
00516c60	annotated	Script_GetItemInfo	tag in src/ui/game/GameScript.cpp
00516ed0	table	Script_GetItemUniqueness	binding "GetItemUniqueness" in s_ScriptFunctions ~ table 00ac80b0
00517020	override	Script_GetItemIcon	
00517100	table	Script_GetItemSpell	binding "GetItemSpell" in s_ScriptFunctions ~ table 00ac80b0
005171f0	table	Script_IsHelpfulItem	binding "IsHelpfulItem" in s_ScriptFunctions ~ table 00ac80b0
005172e0	table	Script_IsHarmfulItem	binding "IsHarmfulItem" in s_ScriptFunctions ~ table 00ac80b0
005173e0	table	Script_IsConsumableItem	binding "IsConsumableItem" in s_ScriptFunctions ~ table 00ac80b0
00517530	table	Script_IsDressableItem	binding "IsDressableItem" in s_ScriptFunctions ~ table 00ac80b0
00517890	override	Script_GetFrameCPUUsage	
005179b0	table	Script_GetAddOnDependencies	binding "GetAddOnDependencies" in s_ScriptFunctions ~ table 00ac80b0
00517aa0	table	Script_GetMirrorTimerProgress	binding "GetMirrorTimerProgress" in s_ScriptFunctions ~ table 00ac80b0
00517b50	annotated	Script_SetTaxiBenchmarkMode	tag in src/ui/game/GameScript.cpp
00517c20	table	Script_SetUIVisibility	binding "SetUIVisibility" in s_ScriptFunctions ~ table 00ac80b0
00517c60	table	Script_GetTotemTimeLeft	binding "GetTotemTimeLeft" in s_ScriptFunctions ~ table 00ac80b0
00517d30	table	Script_IsThreatWarningEnabled	binding "IsThreatWarningEnabled" in s_ScriptFunctions ~ table 00ac80b0
00517d70	table	Script_CanMapChangeDifficulty	binding "CanMapChangeDifficulty" in s_ScriptFunctions ~ table 00ac80b0
0051a3d0	table	Script_EquipCursorItem	binding "EquipCursorItem" in s_ScriptFunctions ~ table 00ac80b0
0051a530	table	Script_EquipPendingItem	binding "EquipPendingItem" in s_ScriptFunctions ~ table 00ac80b0
0051a5c0	table	Script_CancelPendingEquip	binding "CancelPendingEquip" in s_ScriptFunctions ~ table 00ac80b0
0051a6e0	table	Script_InviteUnit	binding "InviteUnit" in s_ScriptFunctions ~ table 00ac80b0
0051a7a0	table	Script_UninviteUnit	binding "UninviteUnit" in s_ScriptFunctions ~ table 00ac80b0
0051a880	table	Script_CanShowResetInstances	binding "CanShowResetInstances" in s_ScriptFunctions ~ table 00ac80b0
0051a8c0	table	Script_GetInstanceInfo	binding "GetInstanceInfo" in s_ScriptFunctions ~ table 00ac80b0
0051ab20	table	Script_AcceptGroup	binding "AcceptGroup" in s_ScriptFunctions ~ table 00ac80b0
0051acd0	table	Script_HasSoulstone	binding "HasSoulstone" in s_ScriptFunctions ~ table 00ac80b0
0051add0	table	Script_UseSoulstone	binding "UseSoulstone" in s_ScriptFunctions ~ table 00ac80b0
0051ae80	table	Script_HasKey	binding "HasKey" in s_ScriptFunctions ~ table 00ac80b0
0051aef0	table	Script_GetScreenWidth	binding "GetScreenWidth" in s_ScriptFunctions ~ table 00ac80b0
0051af50	table	Script_GetScreenHeight	binding "GetScreenHeight" in s_ScriptFunctions ~ table 00ac80b0
0051afb0	table	Script_GetDamageBonusStat	binding "GetDamageBonusStat" in s_ScriptFunctions ~ table 00ac80b0
0051b050	table	Script_ConfirmSummon	binding "ConfirmSummon" in s_ScriptFunctions ~ table 00ac80b0
0051b110	table	Script_CancelSummon	binding "CancelSummon" in s_ScriptFunctions ~ table 00ac80b0
0051b1d0	table	Script_SitStandOrDescendStart	binding "SitStandOrDescendStart" in s_ScriptFunctions ~ table 00ac80b0
0051b240	table	Script_CheckInteractDistance	binding "CheckInteractDistance" in s_ScriptFunctions ~ table 00ac80b0
0051b3b0	table	Script_GetCurrentTitle	binding "GetCurrentTitle" in s_ScriptFunctions ~ table 00ac80b0
0051b410	table	Script_IsTitleKnown	binding "IsTitleKnown" in s_ScriptFunctions ~ table 00ac80b0
0051b4e0	table	Script_GetTitleName	binding "GetTitleName" in s_ScriptFunctions ~ table 00ac80b0
0051b6a0	table	Script_AcceptXPLoss	binding "AcceptXPLoss" in s_ScriptFunctions ~ table 00ac80b0
0051b6e0	table	Script_CheckSpiritHealerDist	binding "CheckSpiritHealerDist" in s_ScriptFunctions ~ table 00ac80b0
0051b740	table	Script_CheckTalentMasterDist	binding "CheckTalentMasterDist" in s_ScriptFunctions ~ table 00ac80b0
0051b7a0	table	Script_CheckBinderDist	binding "CheckBinderDist" in s_ScriptFunctions ~ table 00ac80b0
